cell_idx,low_b0,high_b0,b2,low_l,high_l,delta_l,delta_omega,cos_sim,chip_peak,chip_rms,ours_peak,ours_rms,rms_ratio,peak_ratio,chip_pre_rms,ours_pre_rms
193,28,44,8,14,18,4,0.044737,0.889854,1258.0,533.9,1165.0,513.5,1.0398,1.0798,608.5,603.5
194,28,48,8,14,19,5,0.054243,0.887290,1348.0,549.8,1259.0,501.1,1.0971,1.0707,608.5,603.5
195,28,52,8,14,20,6,0.063171,0.877636,1343.0,568.3,1304.0,501.6,1.1331,1.0299,608.5,603.5
196,28,56,8,14,21,7,0.071597,0.829634,1382.0,585.7,1192.0,490.3,1.1946,1.1594,608.5,603.5
197,28,60,8,14,23,9,0.079495,0.730016,1406.0,587.5,1351.0,513.6,1.1441,1.0407,608.5,603.5
198,28,64,8,14,24,10,0.086897,0.726729,1486.0,588.0,1340.0,527.9,1.1139,1.1090,608.5,603.5
199,28,68,8,14,26,12,0.093865,0.699991,1594.0,585.4,1349.0,541.5,1.0810,1.1816,608.5,603.5
200,28,72,8,14,27,13,0.100393,0.697812,1609.0,578.3,1296.0,544.8,1.0613,1.2415,608.5,603.5
201,28,76,8,14,29,15,0.106494,0.627018,1472.0,571.7,1306.0,527.9,1.0830,1.1271,608.5,603.5
202,28,80,8,14,31,17,0.112557,0.609997,1511.0,557.6,1312.0,518.8,1.0749,1.1517,608.5,603.5
203,28,84,8,14,33,19,0.118049,0.514734,1471.0,543.5,1323.0,532.9,1.0198,1.1119,608.5,603.5
204,28,88,8,14,35,21,0.123214,0.500875,1517.0,554.5,1498.0,548.6,1.0107,1.0127,608.5,603.5
205,28,92,8,14,37,23,0.128064,0.460607,1473.0,470.6,1479.0,547.7,0.8592,0.9959,608.5,603.5
206,28,96,8,14,40,26,0.132619,0.438672,1405.0,441.9,1650.0,524.2,0.8431,0.8515,608.5,603.5
207,28,100,8,14,42,28,0.136911,0.436356,1409.0,439.9,1623.0,506.2,0.8690,0.8681,608.5,603.5
208,28,104,8,14,45,31,0.140951,0.381876,1464.0,448.6,1685.0,509.8,0.8799,0.8688,608.5,603.5
209,28,108,8,14,48,34,0.144733,0.349051,1498.0,434.6,1506.0,451.6,0.9624,0.9947,608.5,603.5
210,28,112,8,14,51,37,0.148296,0.338010,1523.0,438.7,1137.0,415.7,1.0555,1.3395,608.5,603.5
211,28,116,8,14,54,40,0.151639,0.312693,1478.0,448.4,1137.0,434.8,1.0314,1.2999,608.5,603.5
212,32,32,8,15,15,0,0.000000,1.000000,1434.0,672.5,1233.0,666.3,1.0093,1.1630,676.7,660.2
213,32,36,8,15,16,1,0.011410,0.938368,1363.0,587.0,1294.0,590.9,0.9934,1.0533,676.7,660.2
214,32,40,8,15,17,2,0.022148,0.935069,1359.0,567.3,1282.0,587.1,0.9664,1.0601,676.7,660.2
215,32,44,8,15,18,3,0.032246,0.892442,1365.0,560.8,1228.0,571.7,0.9809,1.1116,676.7,660.2
216,32,48,8,15,19,4,0.041752,0.890947,1363.0,549.6,1228.0,562.5,0.9771,1.1099,676.7,660.2
217,32,52,8,15,20,5,0.050680,0.885365,1367.0,537.7,1436.0,576.5,0.9328,0.9519,676.7,660.2
218,32,56,8,15,21,6,0.059106,0.830290,1446.0,581.7,1342.0,558.8,1.0409,1.0775,676.7,660.2
219,32,60,8,15,23,8,0.067004,0.736439,1428.0,583.9,1314.0,584.9,0.9982,1.0868,676.7,660.2
220,32,64,8,15,24,9,0.074406,0.733428,1569.0,605.8,1526.0,580.5,1.0437,1.0282,676.7,660.2
221,32,68,8,15,26,11,0.081374,0.705917,1584.0,586.9,1469.0,566.8,1.0355,1.0783,676.7,660.2
222,32,72,8,15,27,12,0.087902,0.703315,1656.0,608.4,1373.0,564.7,1.0773,1.2061,676.7,660.2
223,32,76,8,15,29,14,0.094003,0.631455,1737.0,629.4,1519.0,563.9,1.1163,1.1435,676.7,660.2
224,32,80,8,15,31,16,0.100066,0.622422,1774.0,623.5,1497.0,576.8,1.0810,1.1850,676.7,660.2
225,32,84,8,15,33,18,0.105558,0.536034,1807.0,646.1,1654.0,595.6,1.0847,1.0925,676.7,660.2
226,32,88,8,15,35,20,0.110723,0.509811,1869.0,637.8,1527.0,584.0,1.0921,1.2240,676.7,660.2
227,32,92,8,15,37,22,0.115573,0.476573,1932.0,641.4,1693.0,588.6,1.0898,1.1412,676.7,660.2
228,32,96,8,15,40,25,0.120128,0.463859,1636.0,464.4,1809.0,600.8,0.7729,0.9044,676.7,660.2
229,32,100,8,15,42,27,0.124420,0.461410,1582.0,472.7,1718.0,601.8,0.7854,0.9208,676.7,660.2
230,32,104,8,15,45,30,0.128460,0.405324,1724.0,479.0,1897.0,612.1,0.7825,0.9088,676.7,660.2
231,32,108,8,15,48,33,0.132242,0.369089,1684.0,476.5,2008.0,597.7,0.7972,0.8386,676.7,660.2
232,32,112,8,15,51,36,0.135805,0.357563,1626.0,480.1,1948.0,555.0,0.8651,0.8347,676.7,660.2
233,32,116,8,15,54,39,0.139148,0.333011,1749.0,478.4,1872.0,544.1,0.8794,0.9343,676.7,660.2
234,36,36,8,16,16,0,0.000000,1.000000,1464.0,751.9,1707.0,736.9,1.0204,0.8576,741.9,733.0
235,36,40,8,16,17,1,0.010738,0.991072,1456.0,634.7,1705.0,653.7,0.9711,0.8540,741.9,733.0
236,36,44,8,16,18,2,0.020836,0.877130,1452.0,583.9,1705.0,639.8,0.9125,0.8516,741.9,733.0
237,36,48,8,16,19,3,0.030342,0.875913,1504.0,611.7,1705.0,683.6,0.8948,0.8821,741.9,733.0
238,36,52,8,16,20,4,0.039270,0.874153,1486.0,603.6,1705.0,653.4,0.9239,0.8716,741.9,733.0
239,36,56,8,16,21,5,0.047696,0.874962,1471.0,604.8,1705.0,638.0,0.9481,0.8628,741.9,733.0
240,36,60,8,16,23,7,0.055594,0.794798,1584.0,616.6,1705.0,649.4,0.9494,0.9290,741.9,733.0
241,36,64,8,16,24,8,0.062996,0.794746,1640.0,639.7,1705.0,648.9,0.9858,0.9619,741.9,733.0
242,36,68,8,16,26,10,0.069964,0.781320,1566.0,595.4,1705.0,629.7,0.9455,0.9185,741.9,733.0
243,36,72,8,16,27,11,0.076492,0.777757,1687.0,602.4,1705.0,628.0,0.9591,0.9894,741.9,733.0
244,36,76,8,16,29,13,0.082593,0.652056,1687.0,634.4,1705.0,625.9,1.0136,0.9894,741.9,733.0
245,36,80,8,16,31,15,0.088656,0.641091,1623.0,621.6,1705.0,599.9,1.0362,0.9519,741.9,733.0
246,36,84,8,16,33,17,0.094148,0.590452,1611.0,620.3,1705.0,613.8,1.0106,0.9449,741.9,733.0
247,36,88,8,16,35,19,0.099313,0.568293,1601.0,627.6,1705.0,621.2,1.0102,0.9390,741.9,733.0
248,36,92,8,16,37,21,0.104163,0.496688,1966.0,698.9,1705.0,629.4,1.1104,1.1531,741.9,733.0
249,36,96,8,16,40,24,0.108718,0.485187,1913.0,659.1,1753.0,644.5,1.0227,1.0913,741.9,733.0
250,36,100,8,16,42,26,0.113010,0.482624,1604.0,477.9,1734.0,633.3,0.7547,0.9250,741.9,733.0
251,36,104,8,16,45,29,0.117050,0.436256,1748.0,499.4,1936.0,655.6,0.7617,0.9029,741.9,733.0
252,36,108,8,16,48,32,0.120832,0.384712,1696.0,504.3,2045.0,664.4,0.7591,0.8293,741.9,733.0
253,36,112,8,16,51,35,0.124395,0.371927,1751.0,500.5,2019.0,664.7,0.7530,0.8673,741.9,733.0
254,36,116,8,16,54,38,0.127738,0.352146,1656.0,506.0,2153.0,662.6,0.7637,0.7692,741.9,733.0
255,40,40,8,17,17,0,0.000000,1.000000,1568.0,761.4,1766.0,771.0,0.9875,0.8879,757.6,739.5
256,40,44,8,17,18,1,0.010098,0.880950,1500.0,597.6,1766.0,646.3,0.9247,0.8494,757.6,739.5
257,40,48,8,17,19,2,0.019604,0.878454,1546.0,597.1,1766.0,646.4,0.9238,0.8754,757.6,739.5
258,40,52,8,17,20,3,0.028532,0.876813,1531.0,596.7,1766.0,685.9,0.8700,0.8669,757.6,739.5
259,40,56,8,17,21,4,0.036958,0.883810,1513.0,604.2,1766.0,645.2,0.9365,0.8567,757.6,739.5
260,40,60,8,17,23,6,0.044856,0.814005,1529.0,602.0,1766.0,604.5,0.9958,0.8658,757.6,739.5
261,40,64,8,17,24,7,0.052258,0.807285,1638.0,652.1,1766.0,612.2,1.0652,0.9275,757.6,739.5
262,40,68,8,17,26,9,0.059226,0.780681,1815.0,658.2,1766.0,618.2,1.0648,1.0277,757.6,739.5
263,40,72,8,17,27,10,0.065754,0.778886,1623.0,633.9,1766.0,613.1,1.0340,0.9190,757.6,739.5
264,40,76,8,17,29,12,0.071855,0.673868,1637.0,606.9,1766.0,631.3,0.9612,0.9270,757.6,739.5
265,40,80,8,17,31,14,0.077918,0.651229,1739.0,622.6,1766.0,662.2,0.9402,0.9847,757.6,739.5
266,40,84,8,17,33,16,0.083410,0.598675,1668.0,590.4,1776.0,670.6,0.8805,0.9392,757.6,739.5
267,40,88,8,17,35,18,0.088575,0.592719,1685.0,599.2,1766.0,683.6,0.8765,0.9541,757.6,739.5
268,40,92,8,17,37,20,0.093425,0.527676,1806.0,622.9,1835.0,680.3,0.9156,0.9842,757.6,739.5
269,40,96,8,17,40,23,0.097980,0.503007,1713.0,637.6,2028.0,649.0,0.9824,0.8447,757.6,739.5
270,40,100,8,17,42,25,0.102272,0.500350,1804.0,646.3,1766.0,596.2,1.0841,1.0215,757.6,739.5
271,40,104,8,17,45,28,0.106312,0.457841,1583.0,485.2,1766.0,569.1,0.8526,0.8964,757.6,739.5
272,40,108,8,17,48,31,0.110094,0.413431,1665.0,490.0,1766.0,571.2,0.8579,0.9428,757.6,739.5
273,40,112,8,17,51,34,0.113657,0.398237,1750.0,500.9,1766.0,579.0,0.8651,0.9909,757.6,739.5
274,40,116,8,17,54,37,0.117000,0.371517,1697.0,498.2,1766.0,553.9,0.8995,0.9609,757.6,739.5
275,44,44,8,18,18,0,0.000000,1.000000,1697.0,709.7,1500.0,714.2,0.9936,1.1313,708.1,707.2
276,44,48,8,18,19,1,0.009506,0.997279,1506.0,606.0,1500.0,633.0,0.9574,1.0040,708.1,707.2
277,44,52,8,18,20,2,0.018434,0.988639,1479.0,572.4,1500.0,595.0,0.9620,0.9860,708.1,707.2
278,44,56,8,18,21,3,0.026860,0.931376,1436.0,574.5,1500.0,590.5,0.9729,0.9573,708.1,707.2
279,44,60,8,18,23,5,0.034758,0.886589,1547.0,600.3,1536.0,567.7,1.0575,1.0072,708.1,707.2
280,44,64,8,18,24,6,0.042160,0.881537,1585.0,621.3,1500.0,567.1,1.0956,1.0567,708.1,707.2
281,44,68,8,18,26,8,0.049128,0.853910,1666.0,614.8,1500.0,597.6,1.0288,1.1107,708.1,707.2
282,44,72,8,18,27,9,0.055656,0.853231,1685.0,585.6,1500.0,586.1,0.9992,1.1233,708.1,707.2
283,44,76,8,18,29,11,0.061757,0.788912,1697.0,590.8,1575.0,617.5,0.9568,1.0775,708.1,707.2
284,44,80,8,18,31,13,0.067820,0.776261,1570.0,565.2,1500.0,587.6,0.9617,1.0467,708.1,707.2
285,44,84,8,18,33,15,0.073312,0.671538,1539.0,565.0,1522.0,589.9,0.9579,1.0112,708.1,707.2
286,44,88,8,18,35,17,0.078477,0.658462,1684.0,580.1,1554.0,596.8,0.9719,1.0837,708.1,707.2
287,44,92,8,18,37,19,0.083327,0.610236,1701.0,611.3,1661.0,610.8,1.0009,1.0241,708.1,707.2
288,44,96,8,18,40,22,0.087882,0.591042,1787.0,581.8,1648.0,596.4,0.9755,1.0843,708.1,707.2
289,44,100,8,18,42,24,0.092174,0.588013,1747.0,566.0,1500.0,589.2,0.9606,1.1647,708.1,707.2
290,44,104,8,18,45,27,0.096214,0.506674,1719.0,597.4,1663.0,596.8,1.0010,1.0337,708.1,707.2
291,44,108,8,18,48,30,0.099996,0.457520,1792.0,509.4,1736.0,555.7,0.9167,1.0323,708.1,707.2
292,44,112,8,18,51,33,0.103559,0.440902,1712.0,501.0,1500.0,522.2,0.9593,1.1413,708.1,707.2
293,44,116,8,18,54,36,0.106902,0.405757,1782.0,525.2,1500.0,521.1,1.0080,1.1880,708.1,707.2
294,48,48,8,19,19,0,0.000000,1.000000,1838.0,774.9,1619.0,742.3,1.0439,1.1353,766.4,763.1
295,48,52,8,19,20,1,0.008928,0.991553,1754.0,651.1,1607.0,661.6,0.9842,1.0915,766.4,763.1
296,48,56,8,19,21,2,0.017354,0.931612,1738.0,616.9,1607.0,646.1,0.9548,1.0815,766.4,763.1
297,48,60,8,19,23,4,0.025252,0.887220,1721.0,618.7,1607.0,633.6,0.9764,1.0709,766.4,763.1
298,48,64,8,19,24,5,0.032654,0.885421,1708.0,604.5,1607.0,633.7,0.9539,1.0629,766.4,763.1
299,48,68,8,19,26,7,0.039622,0.859317,1745.0,616.0,1607.0,604.7,1.0188,1.0859,766.4,763.1
300,48,72,8,19,27,8,0.046150,0.853522,1794.0,628.5,1607.0,605.4,1.0382,1.1164,766.4,763.1
301,48,76,8,19,29,10,0.052251,0.791795,1778.0,623.3,1666.0,623.4,0.9998,1.0672,766.4,763.1
302,48,80,8,19,31,12,0.058314,0.780818,1780.0,620.4,1632.0,645.4,0.9612,1.0907,766.4,763.1
303,48,84,8,19,33,14,0.063806,0.676105,1826.0,660.4,1610.0,677.8,0.9743,1.1342,766.4,763.1
304,48,88,8,19,35,16,0.068971,0.661742,1783.0,644.7,1703.0,674.7,0.9556,1.0470,766.4,763.1
305,48,92,8,19,37,18,0.073821,0.615389,1828.0,664.3,1802.0,650.8,1.0208,1.0144,766.4,763.1
306,48,96,8,19,40,21,0.078376,0.602995,1848.0,658.1,1917.0,629.9,1.0448,0.9640,766.4,763.1
307,48,100,8,19,42,23,0.082668,0.600390,1872.0,665.3,1721.0,590.7,1.1262,1.0877,766.4,763.1
308,48,104,8,19,45,26,0.086708,0.513632,1906.0,672.6,1607.0,591.5,1.1370,1.1861,766.4,763.1
309,48,108,8,19,48,29,0.090490,0.472893,2053.0,706.9,1607.0,557.8,1.2673,1.2775,766.4,763.1
310,48,112,8,19,51,32,0.094053,0.460204,1959.0,566.7,1607.0,524.2,1.0811,1.2190,766.4,763.1
311,48,116,8,19,54,35,0.097396,0.425928,2001.0,584.5,1607.0,532.2,1.0983,1.2452,766.4,763.1
312,52,52,8,20,20,0,0.000000,1.000000,1525.0,684.0,1828.0,777.1,0.8802,0.8342,690.2,764.7
313,52,56,8,20,21,1,0.008426,0.936021,1514.0,606.6,1827.0,690.3,0.8787,0.8287,690.2,764.7
314,52,60,8,20,23,3,0.016324,0.891162,1538.0,585.8,1828.0,713.8,0.8206,0.8414,690.2,764.7
315,52,64,8,20,24,4,0.023726,0.890963,1710.0,591.5,1828.0,708.3,0.8351,0.9354,690.2,764.7
316,52,68,8,20,26,6,0.030694,0.871537,1676.0,600.6,1828.0,700.4,0.8575,0.9168,690.2,764.7
317,52,72,8,20,27,7,0.037222,0.866527,1769.0,598.5,1828.0,680.1,0.8801,0.9677,690.2,764.7
318,52,76,8,20,29,9,0.043323,0.800206,1790.0,625.9,1828.0,659.5,0.9491,0.9792,690.2,764.7
319,52,80,8,20,31,11,0.049386,0.780971,1763.0,614.0,1828.0,638.8,0.9612,0.9644,690.2,764.7
320,52,84,8,20,33,13,0.054878,0.694001,1842.0,625.2,1828.0,621.4,1.0062,1.0077,690.2,764.7
321,52,88,8,20,35,15,0.060043,0.673656,1930.0,629.8,1828.0,632.8,0.9952,1.0558,690.2,764.7
322,52,92,8,20,37,17,0.064893,0.619667,2100.0,638.6,1828.0,645.0,0.9902,1.1488,690.2,764.7
323,52,96,8,20,40,20,0.069448,0.614919,2130.0,639.6,1912.0,681.1,0.9391,1.1140,690.2,764.7
324,52,100,8,20,42,22,0.073740,0.612747,1866.0,553.8,1828.0,683.4,0.8104,1.0208,690.2,764.7
325,52,104,8,20,45,25,0.077780,0.541196,1786.0,557.8,1987.0,701.4,0.7953,0.8988,690.2,764.7
326,52,108,8,20,48,28,0.081562,0.484745,1897.0,560.9,2112.0,703.6,0.7971,0.8982,690.2,764.7
327,52,112,8,20,51,31,0.085125,0.476187,2022.0,566.3,2117.0,712.8,0.7944,0.9551,690.2,764.7
328,52,116,8,20,54,34,0.088468,0.448200,1985.0,481.2,2187.0,715.5,0.6726,0.9076,690.2,764.7
329,56,56,8,21,21,0,0.000000,1.000000,1577.0,702.9,1714.0,675.8,1.0400,0.9201,701.5,691.4
330,56,60,8,21,23,2,0.007898,0.901900,1603.0,568.0,1712.0,609.6,0.9316,0.9363,701.5,691.4
331,56,64,8,21,24,3,0.015300,0.898870,1702.0,590.8,1713.0,643.7,0.9178,0.9936,701.5,691.4
332,56,68,8,21,26,5,0.022268,0.896912,1696.0,597.9,1713.0,623.5,0.9588,0.9901,701.5,691.4
333,56,72,8,21,27,6,0.028796,0.894861,1661.0,612.2,1713.0,605.3,1.0115,0.9696,701.5,691.4
334,56,76,8,21,29,8,0.034897,0.848391,1766.0,653.0,1776.0,619.0,1.0548,0.9944,701.5,691.4
335,56,80,8,21,31,10,0.040960,0.818795,1806.0,637.3,1713.0,581.5,1.0960,1.0543,701.5,691.4
336,56,84,8,21,33,12,0.046452,0.753372,1944.0,629.4,1759.0,580.6,1.0841,1.1052,701.5,691.4
337,56,88,8,21,35,14,0.051617,0.743785,1857.0,651.1,1713.0,573.0,1.1365,1.0841,701.5,691.4
338,56,92,8,21,37,16,0.056467,0.650446,2060.0,649.5,1713.0,556.1,1.1679,1.2026,701.5,691.4
339,56,96,8,21,40,19,0.061022,0.636406,2104.0,664.5,1713.0,522.5,1.2717,1.2283,701.5,691.4
340,56,100,8,21,42,21,0.065314,0.634215,2103.0,665.2,1713.0,509.8,1.3046,1.2277,701.5,691.4
341,56,104,8,21,45,24,0.069354,0.592085,2210.0,674.8,1713.0,530.9,1.2711,1.2901,701.5,691.4
342,56,108,8,21,48,27,0.073136,0.515432,2342.0,678.4,1713.0,527.2,1.2867,1.3672,701.5,691.4
343,56,112,8,21,51,30,0.076699,0.504607,2479.0,648.1,1713.0,529.0,1.2251,1.4472,701.5,691.4
344,56,116,8,21,54,33,0.080042,0.473167,1940.0,594.7,1713.0,513.3,1.1586,1.1325,701.5,691.4
345,60,60,8,23,23,0,0.000000,1.000000,1626.0,735.2,1700.0,701.9,1.0474,0.9565,710.9,706.7
346,60,64,8,23,24,1,0.007402,0.993421,1582.0,633.0,1700.0,635.7,0.9958,0.9306,710.9,706.7
347,60,68,8,23,26,3,0.014370,0.951277,1658.0,613.7,1700.0,644.9,0.9516,0.9753,710.9,706.7
348,60,72,8,23,27,4,0.020898,0.950372,1768.0,602.2,1700.0,639.9,0.9411,1.0400,710.9,706.7
349,60,76,8,23,29,6,0.026999,0.897093,1742.0,639.0,1700.0,646.6,0.9882,1.0247,710.9,706.7
350,60,80,8,23,31,8,0.033062,0.880511,1891.0,646.8,1700.0,646.0,1.0012,1.1124,710.9,706.7
351,60,84,8,23,33,10,0.038554,0.823914,1918.0,638.8,1700.0,643.0,0.9934,1.1282,710.9,706.7
352,60,88,8,23,35,12,0.043719,0.804607,1982.0,651.9,1700.0,594.6,1.0963,1.1659,710.9,706.7
353,60,92,8,23,37,14,0.048569,0.759629,2007.0,662.5,1700.0,575.0,1.1522,1.1806,710.9,706.7
354,60,96,8,23,40,17,0.053124,0.739229,1977.0,633.0,1700.0,538.7,1.1750,1.1629,710.9,706.7
355,60,100,8,23,42,19,0.057416,0.736368,1942.0,598.0,1700.0,523.9,1.1414,1.1424,710.9,706.7
356,60,104,8,23,45,22,0.061456,0.648138,1896.0,568.7,1700.0,510.2,1.1147,1.1153,710.9,706.7
357,60,108,8,23,48,25,0.065238,0.600738,1899.0,585.9,1700.0,506.3,1.1572,1.1171,710.9,706.7
358,60,112,8,23,51,28,0.068801,0.581700,2045.0,588.1,1700.0,499.0,1.1785,1.2029,710.9,706.7
359,60,116,8,23,54,31,0.072144,0.522450,2081.0,601.4,1700.0,501.3,1.1997,1.2241,710.9,706.7
360,64,64,8,24,24,0,0.000000,1.000000,1603.0,719.2,1823.0,710.7,1.0119,0.8793,719.0,712.7
361,64,68,8,24,26,2,0.006968,0.955498,1665.0,591.2,1824.0,617.4,0.9575,0.9128,719.0,712.7
362,64,72,8,24,27,3,0.013496,0.951396,1723.0,591.0,1823.0,624.7,0.9461,0.9451,719.0,712.7
363,64,76,8,24,29,5,0.019597,0.899677,1733.0,634.0,1823.0,624.0,1.0161,0.9506,719.0,712.7
364,64,80,8,24,31,7,0.025660,0.889397,1766.0,631.2,1823.0,607.5,1.0390,0.9687,719.0,712.7
365,64,84,8,24,33,9,0.031152,0.836402,1793.0,649.5,1823.0,639.7,1.0153,0.9835,719.0,712.7
366,64,88,8,24,35,11,0.036317,0.810724,1911.0,636.3,1823.0,637.7,0.9978,1.0483,719.0,712.7
367,64,92,8,24,37,13,0.041167,0.759547,1944.0,644.7,1823.0,658.1,0.9797,1.0664,719.0,712.7
368,64,96,8,24,40,16,0.045722,0.751464,1826.0,657.6,1981.0,663.0,0.9919,0.9218,719.0,712.7
369,64,100,8,24,42,18,0.050014,0.748461,2013.0,666.5,1824.0,642.3,1.0377,1.1036,719.0,712.7
370,64,104,8,24,45,21,0.054054,0.652760,2089.0,676.6,1994.0,677.5,0.9986,1.0476,719.0,712.7
371,64,108,8,24,48,24,0.057836,0.614145,2194.0,689.6,2100.0,694.0,0.9937,1.0448,719.0,712.7
372,64,112,8,24,51,27,0.061399,0.603249,2259.0,688.5,2093.0,684.0,1.0066,1.0793,719.0,712.7
373,64,116,8,24,54,30,0.064742,0.545731,2204.0,695.9,2068.0,689.8,1.0088,1.0658,719.0,712.7
374,68,68,8,26,26,0,0.000000,1.000000,1745.0,666.7,1750.0,682.5,0.9769,0.9971,694.2,676.0
375,68,72,8,26,27,1,0.006528,0.994368,1854.0,610.3,1722.0,627.1,0.9732,1.0767,694.2,676.0
376,68,76,8,26,29,3,0.012629,0.921948,1786.0,599.4,1722.0,599.1,1.0004,1.0372,694.2,676.0
377,68,80,8,26,31,5,0.018692,0.906140,1828.0,611.0,1722.0,585.7,1.0432,1.0616,694.2,676.0
378,68,84,8,26,33,7,0.024184,0.874892,1888.0,628.3,1829.0,563.7,1.1146,1.0323,694.2,676.0
379,68,88,8,26,35,9,0.029349,0.850639,2034.0,648.1,1851.0,574.1,1.1290,1.0989,694.2,676.0
380,68,92,8,26,37,11,0.034199,0.798260,1848.0,630.8,1898.0,590.2,1.0688,0.9737,694.2,676.0
381,68,96,8,26,40,14,0.038754,0.783791,2022.0,651.5,2066.0,622.7,1.0463,0.9787,694.2,676.0
382,68,100,8,26,42,16,0.043046,0.781214,2055.0,656.1,2019.0,633.0,1.0366,1.0178,694.2,676.0
383,68,104,8,26,45,19,0.047086,0.710586,2208.0,678.9,2126.0,651.2,1.0425,1.0386,694.2,676.0
