cell_idx,low_b0,high_b0,b2,low_l,high_l,delta_l,delta_omega,cos_sim,chip_peak,chip_rms,ours_peak,ours_rms,rms_ratio,peak_ratio,chip_pre_rms,ours_pre_rms
571,12,88,20,11,35,24,0.179599,0.383548,8712.0,3032.6,8604.0,3248.3,0.9336,1.0126,4150.1,4144.6
572,12,92,20,11,37,26,0.184449,0.357033,9649.0,3147.9,8604.0,3185.9,0.9881,1.1215,4150.1,4144.6
573,12,96,20,11,40,29,0.189004,0.342032,9804.0,3192.5,8604.0,3108.9,1.0269,1.1395,4150.1,4144.6
574,12,100,20,11,42,31,0.193296,0.340226,9319.0,3180.0,8604.0,3021.3,1.0525,1.0831,4150.1,4144.6
575,12,104,20,11,45,34,0.197336,0.302778,9686.0,3246.5,8604.0,3032.1,1.0707,1.1258,4150.1,4144.6
576,12,108,20,11,48,37,0.201118,0.282232,10415.0,3189.0,8604.0,3082.4,1.0346,1.2105,4150.1,4144.6
577,12,112,20,11,51,40,0.204681,0.272307,10121.0,3105.8,8604.0,3106.8,0.9997,1.1763,4150.1,4144.6
578,12,116,20,11,54,43,0.208024,0.259920,15289.0,3506.4,8604.0,3178.3,1.1032,1.7770,4150.1,4144.6
579,16,16,20,11,11,0,0.000000,1.000000,7656.0,4207.0,8725.0,4162.0,1.0108,0.8775,4156.9,4083.0
580,16,20,20,11,12,1,0.014508,0.995544,7533.0,3797.5,8686.0,3833.1,0.9907,0.8673,4156.9,4083.0
581,16,24,20,11,13,2,0.028123,0.912477,7533.0,3610.4,8688.0,3682.4,0.9804,0.8671,4156.9,4083.0
582,16,28,20,11,14,3,0.040922,0.908050,8983.0,3598.1,8688.0,3766.8,0.9552,1.0340,4156.9,4083.0
583,16,32,20,11,15,4,0.053413,0.904526,8606.0,3550.1,8688.0,3705.7,0.9580,0.9906,4156.9,4083.0
584,16,36,20,11,16,5,0.064823,0.856708,7980.0,3396.7,8688.0,3766.8,0.9017,0.9185,4156.9,4083.0
585,16,40,20,11,17,6,0.075561,0.855026,8822.0,3645.5,8688.0,3817.9,0.9548,1.0154,4156.9,4083.0
586,16,44,20,11,18,7,0.085659,0.704397,9245.0,3711.5,8688.0,3931.1,0.9441,1.0641,4156.9,4083.0
587,16,48,20,11,19,8,0.095165,0.702155,9897.0,3830.1,9642.0,3931.7,0.9741,1.0264,4156.9,4083.0
588,16,52,20,11,20,9,0.104093,0.698991,9152.0,3694.6,8688.0,3913.8,0.9440,1.0534,4156.9,4083.0
589,16,56,20,11,21,10,0.112519,0.672783,9410.0,3767.0,8688.0,3666.5,1.0274,1.0831,4156.9,4083.0
590,16,60,20,11,23,12,0.120417,0.596793,10530.0,3858.5,9701.0,3577.3,1.0786,1.0855,4156.9,4083.0
591,16,64,20,11,24,13,0.127819,0.593426,10252.0,3945.3,8688.0,3582.4,1.1013,1.1800,4156.9,4083.0
592,16,68,20,11,26,15,0.134787,0.559115,11004.0,3834.1,8688.0,3668.3,1.0452,1.2666,4156.9,4083.0
593,16,72,20,11,27,16,0.141315,0.555818,10169.0,3710.6,9251.0,3700.6,1.0027,1.0992,4156.9,4083.0
594,16,76,20,11,29,18,0.147416,0.476405,9765.0,3594.7,8688.0,3774.9,0.9523,1.1240,4156.9,4083.0
595,16,80,20,11,31,20,0.153479,0.452927,11459.0,3565.5,10022.0,3711.8,0.9606,1.1434,4156.9,4083.0
596,16,84,20,11,33,22,0.158971,0.402918,11613.0,3657.0,8688.0,3817.4,0.9580,1.3367,4156.9,4083.0
597,16,88,20,11,35,24,0.164136,0.383548,12062.0,3473.7,9419.0,3793.7,0.9156,1.2806,4156.9,4083.0
598,16,92,20,11,37,26,0.168986,0.357033,12001.0,3288.3,8812.0,3752.4,0.8763,1.3619,4156.9,4083.0
599,16,96,20,11,40,29,0.173541,0.342032,9709.0,3060.8,9886.0,3897.0,0.7854,0.9821,4156.9,4083.0
600,16,100,20,11,42,31,0.177833,0.340226,9104.0,3051.5,9644.0,3937.8,0.7749,0.9440,4156.9,4083.0
601,16,104,20,11,45,34,0.181873,0.302778,10163.0,2981.8,10818.0,3766.6,0.7916,0.9395,4156.9,4083.0
602,16,108,20,11,48,37,0.185655,0.282232,9286.0,2985.7,10920.0,3811.0,0.7834,0.8504,4156.9,4083.0
603,16,112,20,11,51,40,0.189218,0.272307,10420.0,2903.1,11156.0,3630.3,0.7997,0.9340,4156.9,4083.0
604,16,116,20,11,54,43,0.192561,0.259920,10813.0,2955.9,10930.0,3333.0,0.8869,0.9893,4156.9,4083.0
605,20,20,20,12,12,0,0.000000,1.000000,8816.0,4772.4,10013.0,4675.2,1.0208,0.8805,4783.5,4650.2
606,20,24,20,12,13,1,0.013615,0.914256,8177.0,3960.0,9936.0,4200.5,0.9427,0.8230,4783.5,4650.2
607,20,28,20,12,14,2,0.026414,0.908209,8528.0,3984.1,9937.0,4224.6,0.9431,0.8582,4783.5,4650.2
608,20,32,20,12,15,3,0.038905,0.906659,9331.0,4110.4,9937.0,4420.9,0.9298,0.9390,4783.5,4650.2
609,20,36,20,12,16,4,0.050315,0.864561,9750.0,3934.3,9937.0,4466.7,0.8808,0.9812,4783.5,4650.2
610,20,40,20,12,17,5,0.061053,0.855813,9190.0,3823.6,9937.0,4289.3,0.8914,0.9248,4783.5,4650.2
611,20,44,20,12,18,6,0.071151,0.713679,9721.0,3862.9,9937.0,4288.8,0.9007,0.9783,4783.5,4650.2
612,20,48,20,12,19,7,0.080657,0.711407,10063.0,4071.6,9937.0,4382.9,0.9290,1.0127,4783.5,4650.2
613,20,52,20,12,20,8,0.089585,0.706838,10361.0,4074.1,10124.0,4311.5,0.9449,1.0234,4783.5,4650.2
614,20,56,20,12,21,9,0.098011,0.678154,9970.0,4078.8,9937.0,4262.5,0.9569,1.0033,4783.5,4650.2
615,20,60,20,12,23,11,0.105909,0.606815,11247.0,4016.0,9937.0,4399.9,0.9127,1.1318,4783.5,4650.2
616,20,64,20,12,24,12,0.113311,0.604846,11656.0,4182.8,10123.0,4268.9,0.9798,1.1514,4783.5,4650.2
617,20,68,20,12,26,14,0.120279,0.583333,12045.0,4239.0,9937.0,4245.4,0.9985,1.2121,4783.5,4650.2
618,20,72,20,12,27,15,0.126807,0.580363,12376.0,4406.2,9937.0,4249.8,1.0368,1.2454,4783.5,4650.2
619,20,76,20,12,29,17,0.132908,0.486786,12622.0,4381.5,9937.0,4160.9,1.0530,1.2702,4783.5,4650.2
620,20,80,20,12,31,19,0.138971,0.475382,13107.0,4369.4,9937.0,4047.4,1.0796,1.3190,4783.5,4650.2
621,20,84,20,12,33,21,0.144463,0.437191,13634.0,3990.5,9937.0,3958.8,1.0080,1.3720,4783.5,4650.2
622,20,88,20,12,35,23,0.149628,0.412458,13772.0,3958.7,9937.0,3972.4,0.9965,1.3859,4783.5,4650.2
623,20,92,20,12,37,25,0.154478,0.382230,13543.0,3969.2,9937.0,3920.8,1.0124,1.3629,4783.5,4650.2
624,20,96,20,12,40,28,0.159033,0.366081,14724.0,3764.8,9937.0,3913.4,0.9620,1.4817,4783.5,4650.2
625,20,100,20,12,42,30,0.163325,0.364148,12190.0,3460.9,9937.0,4058.9,0.8527,1.2267,4783.5,4650.2
626,20,104,20,12,45,33,0.167365,0.326036,9757.0,3221.2,10383.0,4121.9,0.7815,0.9397,4783.5,4650.2
627,20,108,20,12,48,36,0.171147,0.304999,10447.0,3315.4,11545.0,4201.3,0.7891,0.9049,4783.5,4650.2
628,20,112,20,12,51,39,0.174710,0.294525,10872.0,3133.0,10751.0,4283.1,0.7315,1.0113,4783.5,4650.2
629,20,116,20,12,54,42,0.178053,0.286612,11265.0,3081.5,10740.0,4402.3,0.7000,1.0489,4783.5,4650.2
630,24,24,20,13,13,0,0.000000,1.000000,9261.0,4233.6,8959.0,4271.0,0.9912,1.0337,4399.2,4391.0
631,24,28,20,13,14,1,0.012799,0.988779,8767.0,3770.6,8581.0,3927.1,0.9602,1.0217,4399.2,4391.0
632,24,32,20,13,15,2,0.025290,0.985644,8925.0,3700.7,9092.0,3735.5,0.9907,0.9816,4399.2,4391.0
633,24,36,20,13,16,3,0.036700,0.938800,8941.0,3774.0,8531.0,3711.4,1.0168,1.0481,4399.2,4391.0
634,24,40,20,13,17,4,0.047438,0.932889,8951.0,3677.0,8531.0,3730.0,0.9858,1.0492,4399.2,4391.0
635,24,44,20,13,18,5,0.057536,0.863922,9738.0,3781.6,9716.0,4096.5,0.9231,1.0023,4399.2,4391.0
636,24,48,20,13,19,6,0.067042,0.861171,9948.0,3976.8,10526.0,4169.1,0.9539,0.9451,4399.2,4391.0
637,24,52,20,13,20,7,0.075970,0.860560,9766.0,3753.2,8531.0,3881.1,0.9670,1.1448,4399.2,4391.0
638,24,56,20,13,21,8,0.084396,0.824973,9311.0,3741.4,8531.0,3716.8,1.0066,1.0914,4399.2,4391.0
639,24,60,20,13,23,10,0.092294,0.700381,9938.0,3635.4,10184.0,3743.9,0.9710,0.9758,4399.2,4391.0
640,24,64,20,13,24,11,0.099696,0.697701,10091.0,3716.0,8531.0,3785.7,0.9816,1.1829,4399.2,4391.0
641,24,68,20,13,26,13,0.106664,0.693943,10837.0,3888.1,9164.0,3632.7,1.0703,1.1826,4399.2,4391.0
642,24,72,20,13,27,14,0.113192,0.691521,10549.0,3906.3,9821.0,3600.4,1.0850,1.0741,4399.2,4391.0
643,24,76,20,13,29,16,0.119293,0.599226,10768.0,3979.8,9576.0,3755.6,1.0597,1.1245,4399.2,4391.0
644,24,80,20,13,31,18,0.125356,0.564445,10082.0,3934.2,10224.0,3687.6,1.0669,0.9861,4399.2,4391.0
645,24,84,20,13,33,20,0.130848,0.494349,11907.0,4130.2,9833.0,3847.6,1.0734,1.2109,4399.2,4391.0
646,24,88,20,13,35,22,0.136013,0.476976,9343.0,2877.6,10853.0,3781.8,0.7609,0.8609,4399.2,4391.0
647,24,92,20,13,37,24,0.140863,0.423153,9806.0,2941.2,10247.0,3916.8,0.7509,0.9570,4399.2,4391.0
648,24,96,20,13,40,27,0.145418,0.402931,10482.0,3023.4,9881.0,3915.5,0.7722,1.0608,4399.2,4391.0
649,24,100,20,13,42,29,0.149710,0.400804,9920.0,2978.1,10742.0,3930.3,0.7577,0.9235,4399.2,4391.0
650,24,104,20,13,45,32,0.153750,0.355508,10828.0,3046.1,11131.0,4004.9,0.7606,0.9728,4399.2,4391.0
651,24,108,20,13,48,35,0.157532,0.313440,10221.0,3095.8,11234.0,4077.4,0.7593,0.9098,4399.2,4391.0
652,24,112,20,13,51,38,0.161095,0.303110,11265.0,3178.2,12676.0,4110.2,0.7732,0.8887,4399.2,4391.0
653,24,116,20,13,54,41,0.164438,0.288582,11292.0,3144.7,12221.0,4162.7,0.7554,0.9240,4399.2,4391.0
654,28,28,20,14,14,0,0.000000,1.000000,9540.0,4584.0,9189.0,4407.1,1.0401,1.0382,4498.5,4464.9
655,28,32,20,14,15,1,0.012491,0.996033,9309.0,4143.2,9277.0,4230.1,0.9794,1.0034,4498.5,4464.9
656,28,36,20,14,16,2,0.023901,0.935506,9271.0,3904.0,9185.0,3942.3,0.9903,1.0094,4498.5,4464.9
657,28,40,20,14,17,3,0.034639,0.935847,9305.0,4031.6,9185.0,4031.2,1.0001,1.0131,4498.5,4464.9
658,28,44,20,14,18,4,0.044737,0.889854,9357.0,3883.3,9185.0,3721.8,1.0434,1.0187,4498.5,4464.9
659,28,48,20,14,19,5,0.054243,0.887290,9816.0,3987.9,9612.0,3606.1,1.1059,1.0212,4498.5,4464.9
660,28,52,20,14,20,6,0.063171,0.877636,9599.0,4139.7,9185.0,3728.0,1.1104,1.0451,4498.5,4464.9
661,28,56,20,14,21,7,0.071597,0.829634,9923.0,4253.2,9185.0,3631.8,1.1711,1.0803,4498.5,4464.9
662,28,60,20,14,23,9,0.079495,0.730016,10789.0,4328.4,10348.0,3774.9,1.1466,1.0426,4498.5,4464.9
663,28,64,20,14,24,10,0.086897,0.726729,10929.0,4322.2,9185.0,3922.9,1.1018,1.1899,4498.5,4464.9
664,28,68,20,14,26,12,0.093865,0.699991,11790.0,4308.7,9185.0,4009.9,1.0745,1.2836,4498.5,4464.9
665,28,72,20,14,27,13,0.100393,0.697812,11745.0,4261.2,9391.0,4025.7,1.0585,1.2507,4498.5,4464.9
666,28,76,20,14,29,15,0.106494,0.627018,11097.0,4221.8,9185.0,3904.7,1.0812,1.2082,4498.5,4464.9
667,28,80,20,14,31,17,0.112557,0.609997,10973.0,4124.4,10555.0,3840.5,1.0739,1.0396,4498.5,4464.9
668,28,84,20,14,33,19,0.118049,0.514734,10926.0,4011.3,9319.0,3904.5,1.0273,1.1724,4498.5,4464.9
669,28,88,20,14,35,21,0.123214,0.500875,11079.0,4074.7,10614.0,4019.8,1.0136,1.0438,4498.5,4464.9
670,28,92,20,14,37,23,0.128064,0.460607,10648.0,3462.1,10054.0,4008.8,0.8636,1.0591,4498.5,4464.9
671,28,96,20,14,40,26,0.132619,0.438672,10484.0,3239.0,10487.0,3834.2,0.8448,0.9997,4498.5,4464.9
672,28,100,20,14,42,28,0.136911,0.436356,10179.0,3242.4,10517.0,3637.1,0.8915,0.9679,4498.5,4464.9
673,28,104,20,14,45,31,0.140951,0.381876,10741.0,3325.7,11490.0,3656.6,0.9095,0.9348,4498.5,4464.9
674,28,108,20,14,48,34,0.144733,0.349051,10915.0,3220.0,10224.0,3319.5,0.9700,1.0676,4498.5,4464.9
675,28,112,20,14,51,37,0.148296,0.338010,11333.0,3271.7,9185.0,3014.4,1.0854,1.2339,4498.5,4464.9
676,28,116,20,14,54,40,0.151639,0.312693,10774.0,3351.1,9185.0,3160.4,1.0603,1.1730,4498.5,4464.9
677,32,32,20,15,15,0,0.000000,1.000000,10627.0,4977.0,10206.0,4923.0,1.0110,1.0413,4998.6,4891.1
678,32,36,20,15,16,1,0.011410,0.938368,9813.0,4331.8,10203.0,4258.4,1.0172,0.9618,4998.6,4891.1
679,32,40,20,15,17,2,0.022148,0.935069,9968.0,4171.9,10206.0,4255.6,0.9803,0.9767,4998.6,4891.1
680,32,44,20,15,18,3,0.032246,0.892442,10007.0,4115.1,10206.0,4157.7,0.9898,0.9805,4998.6,4891.1
681,32,48,20,15,19,4,0.041752,0.890947,10019.0,3994.5,10206.0,4022.7,0.9930,0.9817,4998.6,4891.1
682,32,52,20,15,20,5,0.050680,0.885365,9877.0,3908.2,10206.0,4290.1,0.9110,0.9678,4998.6,4891.1
683,32,56,20,15,21,6,0.059106,0.830290,10355.0,4232.4,10206.0,4153.7,1.0190,1.0146,4998.6,4891.1
684,32,60,20,15,23,8,0.067004,0.736439,10551.0,4262.5,10291.0,4314.2,0.9880,1.0253,4998.6,4891.1
685,32,64,20,15,24,9,0.074406,0.733428,11442.0,4439.1,10206.0,4339.2,1.0230,1.1211,4998.6,4891.1
686,32,68,20,15,26,11,0.081374,0.705917,11819.0,4312.0,10206.0,4217.1,1.0225,1.1580,4998.6,4891.1
687,32,72,20,15,27,12,0.087902,0.703315,11973.0,4479.9,10206.0,4194.2,1.0681,1.1731,4998.6,4891.1
688,32,76,20,15,29,14,0.094003,0.631455,12802.0,4657.8,10206.0,4125.4,1.1291,1.2544,4998.6,4891.1
689,32,80,20,15,31,16,0.100066,0.622422,12769.0,4621.3,10206.0,4225.0,1.0938,1.2511,4998.6,4891.1
690,32,84,20,15,33,18,0.105558,0.536034,13032.0,4805.0,10206.0,4408.5,1.0899,1.2769,4998.6,4891.1
691,32,88,20,15,35,20,0.110723,0.509811,13548.0,4746.9,10206.0,4311.0,1.1011,1.3275,4998.6,4891.1
692,32,92,20,15,37,22,0.115573,0.476573,13960.0,4773.9,10206.0,4331.9,1.1020,1.3678,4998.6,4891.1
693,32,96,20,15,40,25,0.120128,0.463859,12067.0,3423.4,11856.0,4382.0,0.7812,1.0178,4998.6,4891.1
694,32,100,20,15,42,27,0.124420,0.461410,11362.0,3493.6,10950.0,4388.5,0.7961,1.0376,4998.6,4891.1
695,32,104,20,15,45,30,0.128460,0.405324,12798.0,3547.7,13057.0,4456.9,0.7960,0.9802,4998.6,4891.1
696,32,108,20,15,48,33,0.132242,0.369089,12305.0,3537.1,13698.0,4355.7,0.8121,0.8983,4998.6,4891.1
697,32,112,20,15,51,36,0.135805,0.357563,11960.0,3570.9,13313.0,3983.5,0.8964,0.8984,4998.6,4891.1
698,32,116,20,15,54,39,0.139148,0.333011,12907.0,3577.2,12614.0,3916.7,0.9133,1.0232,4998.6,4891.1
699,36,36,20,16,16,0,0.000000,1.000000,10787.0,5550.0,12001.0,5486.6,1.0115,0.8988,5481.6,5422.2
700,36,40,20,16,17,1,0.010738,0.991072,10283.0,4668.3,11833.0,4885.4,0.9556,0.8690,5481.6,5422.2
701,36,44,20,16,18,2,0.020836,0.877130,10654.0,4283.0,11834.0,4720.8,0.9073,0.9003,5481.6,5422.2
702,36,48,20,16,19,3,0.030342,0.875913,11178.0,4443.7,11834.0,5031.3,0.8832,0.9446,5481.6,5422.2
703,36,52,20,16,20,4,0.039270,0.874153,10806.0,4358.2,11834.0,4871.4,0.8946,0.9131,5481.6,5422.2
704,36,56,20,16,21,5,0.047696,0.874962,10943.0,4360.6,11834.0,4765.6,0.9150,0.9247,5481.6,5422.2
705,36,60,20,16,23,7,0.055594,0.794798,11693.0,4483.3,11834.0,4867.1,0.9211,0.9881,5481.6,5422.2
706,36,64,20,16,24,8,0.062996,0.794746,11904.0,4669.7,11834.0,4775.1,0.9779,1.0059,5481.6,5422.2
707,36,68,20,16,26,10,0.069964,0.781320,11635.0,4325.8,11834.0,4661.7,0.9279,0.9832,5481.6,5422.2
708,36,72,20,16,27,11,0.076492,0.777757,12259.0,4384.3,11834.0,4654.1,0.9420,1.0359,5481.6,5422.2
709,36,76,20,16,29,13,0.082593,0.652056,11982.0,4641.6,11834.0,4625.2,1.0035,1.0125,5481.6,5422.2
710,36,80,20,16,31,15,0.088656,0.641091,12048.0,4564.2,11834.0,4494.3,1.0155,1.0181,5481.6,5422.2
711,36,84,20,16,33,17,0.094148,0.590452,12376.0,4557.6,11834.0,4551.0,1.0014,1.0458,5481.6,5422.2
712,36,88,20,16,35,19,0.099313,0.568293,11705.0,4618.1,11834.0,4601.6,1.0036,0.9891,5481.6,5422.2
713,36,92,20,16,37,21,0.104163,0.496688,14404.0,5142.3,11834.0,4631.9,1.1102,1.2172,5481.6,5422.2
714,36,96,20,16,40,24,0.108718,0.485187,14186.0,4842.9,11834.0,4762.6,1.0169,1.1987,5481.6,5422.2
715,36,100,20,16,42,26,0.113010,0.482624,11547.0,3496.3,11834.0,4690.7,0.7454,0.9757,5481.6,5422.2
716,36,104,20,16,45,29,0.117050,0.436256,12821.0,3640.4,12884.0,4871.3,0.7473,0.9951,5481.6,5422.2
717,36,108,20,16,48,32,0.120832,0.384712,12136.0,3684.8,13733.0,4919.1,0.7491,0.8837,5481.6,5422.2
718,36,112,20,16,51,35,0.124395,0.371927,12923.0,3652.8,13346.0,4923.7,0.7419,0.9683,5481.6,5422.2
719,36,116,20,16,54,38,0.127738,0.352146,12382.0,3692.0,14978.0,4882.1,0.7562,0.8267,5481.6,5422.2
720,40,40,20,17,17,0,0.000000,1.000000,11145.0,5655.7,12033.0,5609.9,1.0082,0.9262,5594.8,5481.1
721,40,44,20,17,18,1,0.010098,0.880950,10635.0,4429.4,11881.0,4673.6,0.9477,0.8951,5594.8,5481.1
722,40,48,20,17,19,2,0.019604,0.878454,11513.0,4401.7,11881.0,4730.1,0.9306,0.9690,5594.8,5481.1
723,40,52,20,17,20,3,0.028532,0.876813,10843.0,4367.1,11881.0,5062.4,0.8627,0.9126,5594.8,5481.1
724,40,56,20,17,21,4,0.036958,0.883810,10755.0,4395.1,11881.0,4776.6,0.9201,0.9052,5594.8,5481.1
725,40,60,20,17,23,6,0.044856,0.814005,11519.0,4438.0,11881.0,4519.5,0.9820,0.9695,5594.8,5481.1
726,40,64,20,17,24,7,0.052258,0.807285,12158.0,4784.8,11881.0,4518.9,1.0588,1.0233,5594.8,5481.1
727,40,68,20,17,26,9,0.059226,0.780681,13442.0,4802.5,11881.0,4577.0,1.0493,1.1314,5594.8,5481.1
728,40,72,20,17,27,10,0.065754,0.778886,11672.0,4644.7,11881.0,4562.5,1.0180,0.9824,5594.8,5481.1
729,40,76,20,17,29,12,0.071855,0.673868,11889.0,4457.3,11881.0,4658.8,0.9567,1.0007,5594.8,5481.1
730,40,80,20,17,31,14,0.077918,0.651229,13030.0,4600.7,11881.0,4886.7,0.9415,1.0967,5594.8,5481.1
731,40,84,20,17,33,16,0.083410,0.598675,12218.0,4365.7,11881.0,4894.5,0.8920,1.0284,5594.8,5481.1
732,40,88,20,17,35,18,0.088575,0.592719,12730.0,4428.6,11881.0,4958.2,0.8932,1.0715,5594.8,5481.1
733,40,92,20,17,37,20,0.093425,0.527675,13272.0,4608.3,11881.0,4966.3,0.9279,1.1171,5594.8,5481.1
734,40,96,20,17,40,23,0.097980,0.503007,13038.0,4726.9,14069.0,4833.4,0.9780,0.9267,5594.8,5481.1
735,40,100,20,17,42,25,0.102272,0.500350,13394.0,4766.9,11881.0,4484.9,1.0629,1.1273,5594.8,5481.1
736,40,104,20,17,45,28,0.106312,0.457841,11292.0,3585.4,11881.0,4199.7,0.8537,0.9504,5594.8,5481.1
737,40,108,20,17,48,31,0.110094,0.413431,11941.0,3622.9,11881.0,4163.3,0.8702,1.0051,5594.8,5481.1
738,40,112,20,17,51,34,0.113657,0.398237,12763.0,3696.8,11881.0,4299.0,0.8599,1.0742,5594.8,5481.1
739,40,116,20,17,54,37,0.117000,0.371517,12433.0,3673.0,11881.0,4196.2,0.8753,1.0465,5594.8,5481.1
740,44,44,20,18,18,0,0.000000,1.000000,12459.0,5245.1,11821.0,5304.1,0.9889,1.0540,5232.1,5211.5
741,44,48,20,18,19,1,0.009506,0.997279,11538.0,4474.0,11020.0,4727.3,0.9464,1.0470,5232.1,5211.5
742,44,52,20,18,20,2,0.018434,0.988639,11597.0,4196.0,10985.0,4444.5,0.9441,1.0557,5232.1,5211.5
743,44,56,20,18,21,3,0.026860,0.931376,11407.0,4198.3,10985.0,4477.0,0.9378,1.0384,5232.1,5211.5
744,44,60,20,18,23,5,0.034758,0.886589,11552.0,4417.5,11788.0,4281.9,1.0317,0.9800,5232.1,5211.5
745,44,64,20,18,24,6,0.042160,0.881537,11860.0,4569.0,10985.0,4328.8,1.0555,1.0797,5232.1,5211.5
746,44,68,20,18,26,8,0.049128,0.853910,12374.0,4464.5,10985.0,4522.3,0.9872,1.1264,5232.1,5211.5
747,44,72,20,18,27,9,0.055656,0.853231,12401.0,4285.6,10985.0,4421.6,0.9693,1.1289,5232.1,5211.5
748,44,76,20,18,29,11,0.061757,0.788912,12566.0,4337.1,10985.0,4667.4,0.9292,1.1439,5232.1,5211.5
749,44,80,20,18,31,13,0.067820,0.776261,11891.0,4157.9,10985.0,4456.6,0.9330,1.0825,5232.1,5211.5
750,44,84,20,18,33,15,0.073312,0.671538,11996.0,4158.5,10985.0,4438.9,0.9368,1.0920,5232.1,5211.5
