cell,low_b0,high_b0,b2,chip_atten,ours_atten,spec_atten,chip_residual,ours_residual
228,32,96,8,0.3137283877641496,0.08997273553468654,0.1764541301517779,0.13727425761237166,-0.08648139461709137
229,32,100,8,0.3014629821191075,0.08845804301726767,0.1490451513397295,0.15241783077937798,-0.060587108322461836
230,32,104,8,0.29215309590660565,0.07285671008785222,0.15875739699546132,0.13339569891114433,-0.0859006869076091
231,32,108,8,0.29584749519728093,0.0946682823386853,0.1811136671568987,0.11473382804038224,-0.0864453848182134
232,32,112,8,0.2905275602187084,0.15934565283247504,0.1840391515486356,0.10648840867007281,-0.024693498716160556
233,32,116,8,0.29303975173636776,0.17585580127234168,0.17312424880113364,0.11991550293523412,0.002731552471208043
235,36,40,8,0.1444938670979915,0.10818553888130966,0.18048318793496765,-0.035989320836976146,-0.07229764905365799
236,36,44,8,0.21296670710338317,0.1271487039563438,0.24033114512876097,-0.027364438025377802,-0.11318244117241716
237,36,48,8,0.17549534977759795,0.0673942701227831,0.11462747119788252,0.06086787857971543,-0.04723320107509943
238,36,52,8,0.18641326324302465,0.10859481582537522,0.14656932845136605,0.0398439347916586,-0.03797451262599083
239,36,56,8,0.18479579458148,0.12960436562073674,0.17752190097238674,0.0072738936090932516,-0.04791753535165
240,36,60,8,0.16889068607629054,0.11405184174624827,0.1985449825245893,-0.029654296448298756,-0.08449314077834102
241,36,64,8,0.13775441434155533,0.11473396998635743,0.10696087330977944,0.030793541031775895,0.007773096676577995
242,36,68,8,0.19746596576358,0.1409276944065484,0.21846800872047645,-0.02100204295689645,-0.07754031431392805
243,36,72,8,0.18803073190456931,0.14324693042291947,0.20178120285730106,-0.013750470952731741,-0.058534272434381585
244,36,76,8,0.14489823426337778,0.14611186903137796,0.18411876499525437,-0.03922053073187659,-0.03800689596387641
245,36,80,8,0.16215123331985437,0.18158253751705322,0.2162908837685712,-0.054139650448716825,-0.034708346251517974
246,36,84,8,0.1639034910365279,0.16261937244201918,0.19286138458915847,-0.028957893552630565,-0.030242012147139286
247,36,88,8,0.15406389001213094,0.15252387448840377,0.19129632418994058,-0.03723243417780964,-0.038772449701536815
248,36,92,8,0.057959293705351134,0.14133697135061396,0.18784896582995103,-0.1298896721245999,-0.04651199447933707
249,36,96,8,0.11160533764658309,0.1207366984993179,0.1786454271385537,-0.0670400894919706,-0.057908728639235796
250,36,100,8,0.35584310553983023,0.13601637107776265,0.23974574249690184,0.11609736304292839,-0.10372937141913918
251,36,104,8,0.3268634586871546,0.10559345156889488,0.20177159404789113,0.12509186463926347,-0.09617814247899625
252,36,108,8,0.3202587949858471,0.09358799454297406,0.18282446275619346,0.13743433222965362,-0.0892364682132194
253,36,112,8,0.3253807790807386,0.0931787175989085,0.20961379620584042,0.11576698287489817,-0.11643507860693192
254,36,116,8,0.31796738104865885,0.09604365620736699,0.20985131779039534,0.1081160632582635,-0.11380766158302835
256,40,44,8,0.21119324181626187,0.12603110209601087,0.3173035915698914,-0.10611034975362954,-0.19127248947388054
257,40,48,8,0.21185322069693768,0.12589587559161597,0.23758338836187376,-0.025730167664936077,-0.11168751277025779
258,40,52,8,0.2123812038014783,0.0724814063556457,0.10892400216694309,0.1034572016345352,-0.036442595811297385
259,40,56,8,0.20248152059134106,0.12751859364435425,0.2043753129627014,-0.0018937923713603366,-0.07685671931834714
260,40,60,8,0.20538542766631473,0.1825557809330629,0.26343460971129373,-0.058049182044979,-0.08087882877823083
261,40,64,8,0.13925554382259764,0.17214334009465848,0.23010730383770828,-0.09085176001511064,-0.057963963743049796
262,40,68,8,0.13120380147835264,0.16402974983096685,0.17659033486298392,-0.04538653338463128,-0.012560585032017069
263,40,72,8,0.16327877507919752,0.1709263015551048,0.20933990395160984,-0.046061128872412316,-0.03841360239650504
264,40,76,8,0.19891763463569168,0.1463150777552401,0.18797165729986065,0.010945977335831025,-0.04165657954462054
265,40,80,8,0.17819429778247098,0.10453008789722784,0.18340589618500558,-0.005211598402534601,-0.07887580828777774
266,40,84,8,0.2206969376979937,0.09317106152805943,0.21696151674143938,0.003735420956554325,-0.12379045521337995
267,40,88,8,0.2090813093980992,0.07559161595672748,0.21871808417434924,-0.009636774776250023,-0.14312646821762176
268,40,92,8,0.17779831045406558,0.08005409060175805,0.22323964027310683,-0.045441329819041254,-0.14318554967134878
269,40,96,8,0.1583949313621964,0.1223799864773496,0.2024747351145555,-0.04407980375235909,-0.08009474863720589
270,40,100,8,0.14691129883843723,0.1937795807978363,0.18338718426513345,-0.03647588542669622,0.010392396532702852
271,40,104,8,0.35955649419218594,0.2304259634888438,0.1961083318147896,0.16344816237739634,0.034317631674054216
272,40,108,8,0.353220696937698,0.22758620689655162,0.2213535006374855,0.13186719630021249,0.006232706259066134
273,40,112,8,0.33883315733896524,0.21703853955375252,0.1943548133013483,0.14447834403761695,0.022683726252404224
274,40,116,8,0.3423970432946146,0.25098039215686274,0.2015041311758805,0.14089291211873411,0.049476260980982234
276,44,48,8,0.14418867391611356,0.10492081447963808,0.1619983015306803,-0.017809627614566725,-0.05707748705104221
277,44,52,8,0.19163959892670535,0.15865384615384626,0.25873051449629214,-0.0670909155695868,-0.10007666834244588
278,44,56,8,0.18867391611354334,0.16501696832579194,0.17027046722622197,0.018403448887321372,-0.005253498900430031
279,44,60,8,0.15223838440898185,0.1972567873303167,0.14440069689017654,0.007837687518805314,0.05285609044014017
280,44,64,8,0.122581556277362,0.19810520361990958,0.20707868638396187,-0.08449713010659987,-0.008973482764052298
281,44,68,8,0.13176105069905386,0.15497737556561086,0.19799830784756844,-0.06623725714851458,-0.04302093228195758
282,44,72,8,0.17299816410111568,0.1712386877828055,0.2715727272513371,-0.0985745631502214,-0.10033403946853159
283,44,76,8,0.16565456856376226,0.12683823529411775,0.18533247720875323,-0.01967790864499097,-0.05849424191463548
284,44,80,8,0.2018076542861177,0.1691176470588236,0.23578059294112175,-0.03397293865500406,-0.06666294588229815
285,44,84,8,0.20209010026832375,0.1658653846153847,0.20872982163834153,-0.0066397213700177815,-0.042864437022956836
286,44,88,8,0.18076542861177802,0.15610859728506798,0.23789727321436493,-0.05713184460258691,-0.08178867592929695
287,44,92,8,0.13670385538765717,0.1363122171945702,0.20281645225964873,-0.06611259687199156,-0.06650423506507852
288,44,96,8,0.1783646377630279,0.1566742081447965,0.23766065310640738,-0.05929601534337947,-0.08098644496161089
289,44,100,8,0.20067787035729423,0.16685520361990946,0.29259844356052045,-0.09192057320322622,-0.12574323994061098
290,44,104,8,0.15633385115096743,0.15610859728506798,0.24876252458422976,-0.09242867343326233,-0.09265392729916178
291,44,108,8,0.2806100833215648,0.21422511312217196,0.22977163063181272,0.05083845268975207,-0.015546517509640756
292,44,112,8,0.2924728145742127,0.26159502262443435,0.24881907468710918,0.043653739887103526,0.012775947937325172
293,44,116,8,0.25829685072729835,0.26315045248868785,0.23346762014064082,0.024829230586657536,0.029682832348047028
295,48,52,8,0.15044363256784965,0.1330100904206526,0.17382821167705964,-0.02338457910920999,-0.04081812125640705
296,48,56,8,0.19506784968684765,0.15332197614991483,0.24218770023825453,-0.04711985055140688,-0.0888657240883397
297,48,60,8,0.1927192066805845,0.16970252915738437,0.20133979709253824,-0.008620590411953732,-0.03163726793515387
298,48,64,8,0.21124739039665963,0.1695714847333245,0.18631853577477453,0.0249288546218851,-0.016747051041450023
299,48,68,8,0.1962421711899791,0.20757436771065385,0.21939151658589662,-0.02314934539591751,-0.011817148875242767
300,48,72,8,0.17993215031315235,0.20665705674223567,0.19805549847599968,-0.01812334816284733,0.008601558266235987
301,48,76,8,0.18671711899791232,0.18306906041147952,0.21249072957130632,-0.025773610573394,-0.029421669159826802
302,48,80,8,0.19050104384133615,0.15423928711833312,0.21580597056864825,-0.025304926727312105,-0.06156668345031513
303,48,84,8,0.1383089770354906,0.11178089372297217,0.18837008143038714,-0.05006110439489653,-0.07658918770741496
304,48,88,8,0.15879436325678487,0.11584327086882451,0.20428504306643924,-0.04549067980965438,-0.08844177219761473
305,48,92,8,0.13322025052192066,0.1471628882191064,0.21503211486289187,-0.08181186434097121,-0.06786922664378547
306,48,96,8,0.14131002087682665,0.17455117284759536,0.22298140833895264,-0.08167138746212599,-0.048430235491357276
307,48,100,8,0.13191544885177453,0.22592058707901974,0.237145657925818,-0.10523020907404346,-0.011225070846798246
308,48,104,8,0.12239039665970763,0.2248722316865418,0.21657486623619315,-0.09418446957648552,0.008297365450348648
309,48,108,8,0.07763569937369519,0.2690342025946797,0.22431231313662026,-0.14667661376292507,0.04472188945805944
310,48,112,8,0.2605688935281837,0.3130651290787576,0.23078993905498268,0.029778954473201003,0.08227519002377492
311,48,116,8,0.2373434237995824,0.3025815751539772,0.21396711450802952,0.023376309291552877,0.08861446064594769
313,52,56,8,0.12112431179368299,0.09729305610043171,0.24707953233667823,-0.12595522054299524,-0.14978647623624652
314,52,60,8,0.1512605042016808,0.06656205047731145,0.21617434638424515,-0.06491384218256435,-0.1496122959069337
315,52,64,8,0.14300202839756593,0.0737544134954885,0.1873261071130794,-0.04432407871551347,-0.1135716936175909
316,52,68,8,0.12981744421906694,0.08408526219432466,0.2041270404145915,-0.07430959619552457,-0.12004177822026685
317,52,72,8,0.13286004056795142,0.1106316202432327,0.22510592228906168,-0.09224588172111026,-0.11447430204582898
318,52,76,8,0.09316140249203142,0.13757028900222312,0.18596012594631672,-0.0927987234542853,-0.0483898369440936
319,52,80,8,0.11040278180237617,0.16463972799790783,0.2065411888807156,-0.09613840707833943,-0.04190146088280777
320,52,84,8,0.0941756012749928,0.18739374918268614,0.22324000077380723,-0.12906439949881443,-0.03584625159112109
321,52,88,8,0.08751086641553185,0.1724859421995555,0.2299426675056454,-0.14243180109011355,-0.05745672530608992
322,52,92,8,0.07476093885830193,0.15653197332287172,0.21819722083590753,-0.1434362819776056,-0.061665247513035815
323,52,96,8,0.07331208345407136,0.10932391787629137,0.18090640906095323,-0.10759432560688187,-0.07158249118466187
324,52,100,8,0.19762387713706187,0.10631620243232653,0.21486563810392778,-0.017241760966865916,-0.10854943567160125
325,52,104,8,0.19182845552013916,0.08277755982738333,0.21342424064079002,-0.021595785120650857,-0.1306466808134067
326,52,108,8,0.1873370037670241,0.07990061462011244,0.2255846146891145,-0.03824761092209039,-0.14568400006900206
327,52,112,8,0.17951318458417864,0.06786975284425278,0.22903015307374752,-0.04951696848956888,-0.16116040022949474
328,52,116,8,0.30281077948420754,0.06433895645351129,0.21771266739315642,0.08509811209105111,-0.15337371093964514
330,56,60,8,0.1903064861012117,0.11831067399479311,0.17526734471497996,0.015039141386231747,-0.05695667072018684
331,56,64,8,0.15780470420527448,0.06899045415099792,0.09202457068750902,0.06578013351776546,-0.023034116536511107
332,56,68,8,0.14768353528153955,0.09820653746022556,0.11884876056542171,0.02883477471611784,-0.020642223105196145
333,56,72,8,0.12729864575908756,0.12452993925368816,0.15937035160570445,-0.032071705846616894,-0.03484041235201629
334,56,76,8,0.06913756236635782,0.10471507087069709,0.0875146346305552,-0.01837707226419738,0.017200436240141892
335,56,80,8,0.09151817533856033,0.15895284929129305,0.1495059424128783,-0.057987767074317964,0.009446906878414763
336,56,84,8,0.10277975766215253,0.16025455597338722,0.1335077077083675,-0.03072795004621498,0.026746848265019718
337,56,88,8,0.07184604419101925,0.1712467457332948,0.130468538184338,-0.05862249399331876,0.04077820754895678
338,56,92,8,0.07412687099073412,0.19568990454150992,0.11506745982440125,-0.040940588833667135,0.08062244471710867
339,56,96,8,0.05274411974340698,0.2442869540063639,0.13677761353417117,-0.08403349379076419,0.10750934047219274
340,56,100,8,0.05174625801853161,0.26265548163147234,0.14990427886852542,-0.09815802084999381,0.11275120276294692
341,56,104,8,0.03806129722024243,0.2321376916401504,0.13600645619463436,-0.09794515897439193,0.09613123544551605
342,56,108,8,0.0329294369208839,0.2374891524443158,0.1470539367289453,-0.11412449980806139,0.0904352157153705
343,56,112,8,0.07612259444048464,0.23488573908012722,0.15030540618294486,-0.07418281174246022,0.08458033289718236
344,56,116,8,0.15224518888096927,0.25759328897888345,0.14623814690331383,0.006007041977655447,0.11135514207556962
346,60,64,8,0.10957940638627095,0.10046695910570258,0.1385945662364262,-0.029015159850155237,-0.038127607130723606
347,60,68,8,0.13672809115206064,0.08744870524975246,0.15579690632067777,-0.019068815168617137,-0.06834820107092532
348,60,72,8,0.15290476860317903,0.09452384321494278,0.19462345926447022,-0.04171869066129119,-0.10009961604952744
349,60,76,8,0.10113940075960048,0.08504315834158771,0.1725831035049996,-0.07144370274539913,-0.0875399451634119
350,60,80,8,0.09016739344492897,0.08589217489741052,0.1714896313621772,-0.08132223791724824,-0.08559745646476669
351,60,84,8,0.10142073428048959,0.0901372576765247,0.15768432811626454,-0.05626359383577495,-0.06754707043973984
352,60,88,8,0.08299338866225914,0.158624593179567,0.18725806272490442,-0.10426467406264528,-0.02863346954533741
353,60,92,8,0.06808271205514138,0.1863591340031131,0.15691962161144957,-0.08883690955630819,0.029439512391663536
354,60,96,8,0.10957940638627095,0.2377246356303948,0.20105391103558645,-0.0914745046493155,0.03667072459480836
355,60,100,8,0.15881277254184833,0.2586670440073582,0.22470118168710174,-0.0658884091452534,0.033965862320256446
356,60,104,8,0.2000281333520888,0.27805292203197973,0.1970418202554901,0.0029863130965986917,0.08101110177648962
357,60,108,8,0.1758334505556337,0.2835715296448281,0.17963444280676688,-0.003800992251133173,0.10393708683806124
358,60,112,8,0.17273878182585445,0.293901231074006,0.19779177544794913,-0.025052993622094677,0.09610945562605688
359,60,116,8,0.15403010268673512,0.29064666761001845,0.1870738886515807,-0.033043785964845585,0.10357277895843775
361,64,68,8,0.17774687065368566,0.13371685141013057,0.18714183736539003,-0.009394966711704367,-0.05342498595525946
362,64,72,8,0.17802503477051457,0.12347411252981622,0.15121970923112293,0.026805325539391633,-0.02774559670130672
363,64,76,8,0.11821974965229487,0.12445629297039429,0.13457276247711658,-0.01635301282482171,-0.010116469506722292
364,64,80,8,0.12211404728789976,0.14760768906973487,0.1662851800118358,-0.044171132723936024,-0.018677490942100916
365,64,84,8,0.0966620305980529,0.10242738880314295,0.14173632980870832,-0.04507429921065542,-0.03930894100556537
366,64,88,8,0.11502086230876218,0.10523361863336611,0.13947020720655068,-0.024449344897788494,-0.03423658857318457
367,64,92,8,0.10333796940194706,0.07661007436509049,0.14017456913987314,-0.03683659973792608,-0.06356449477478265
368,64,96,8,0.08539638386648118,0.06973481128104397,0.11247867067760764,-0.027082286811126455,-0.042743859396563666
369,64,100,8,0.07301808066759385,0.0987792900238531,0.2001601205697554,-0.12714203990216155,-0.1013808305459023
370,64,104,8,0.05897079276773298,0.04938964501192655,0.15652793424348554,-0.09755714147575256,-0.10713828923155899
371,64,108,8,0.04089012517385249,0.02623824891258597,0.12535441277039805,-0.08446428759654556,-0.09911616385781208
372,64,112,8,0.04242002781641163,0.040269398063701445,0.16410007053588183,-0.1216800427194702,-0.12383067247218038
373,64,116,8,0.03212795549374137,0.03213133155605452,0.1632941502159161,-0.13116619472217472,-0.13116281865986157
375,68,72,8,0.12085854220685699,0.0723372781065088,0.08937217925918384,0.03148636294767315,-0.01703490115267503
376,68,76,8,0.13656006914433894,0.11375739644970406,0.06331025302569016,0.07324981611864878,0.05044714342401391
377,68,80,8,0.11985018726591767,0.13357988165680468,0.07721851195738971,0.04263167530852796,0.056361369699414965
378,68,84,8,0.09492941515413433,0.16612426035502947,0.09406007698201535,0.000869338172118983,0.07206418337301412
379,68,88,8,0.0664073753961395,0.15073964497041414,0.06606175625065147,0.00034561914548802974,0.08467788871976267
380,68,92,8,0.09132814750792295,0.1269230769230768,0.10564980456630102,-0.014321657058378068,0.021273272356775785
381,68,96,8,0.06150965139729192,0.07884615384615379,0.08280631765230917,-0.02129666625501725,-0.003960163806155381
382,68,100,8,0.054883318928262814,0.06360946745562135,0.09795515499932639,-0.043071836071063574,-0.03434568754370504
383,68,104,8,0.02203975799481428,0.0366863905325443,0.08429697663882252,-0.06225721864400824,-0.04761058610627822
384,68,108,8,0.0002881014116969949,0.04452662721893497,0.09301939433628037,-0.09273129292458338,-0.0484927671173454
385,68,112,8,0.0014405070584846413,0.049852071005917264,0.1000051407841962,-0.09856463372571156,-0.050153069778278936
386,68,116,8,-0.017862287525208798,0.026479289940828377,0.09612639627692321,-0.11398868380213201,-0.06964710633609483
388,72,76,8,0.08646779074794642,0.12699108578109009,0.11984425091361828,-0.03337646016567186,0.007146834867471807
389,72,80,8,0.07767689868857186,0.11398509425690484,0.07741046426775733,0.00026643442081453195,0.03657462998914751
390,72,84,8,0.06052745352356248,0.07672073651907063,0.12007561303329373,-0.05954815950973125,-0.043354876514223095
391,72,88,8,0.029975500792621346,0.0743825807394417,0.0884116502185337,-0.058436149425912354,-0.014029069479091993
392,72,92,8,0.05505116010952582,0.09791027327195678,0.14547540919404645,-0.09042424908452062,-0.04756513592208966
393,72,96,8,0.05735696786280442,0.03682595352915374,0.08603725163786025,-0.028680283775055826,-0.0492112981087065
394,72,100,8,0.10102320219051741,0.04340201665935983,0.0834285045182942,0.017594697672223214,-0.04002648785893437
395,72,104,8,0.1380602392275544,0.01242145257927807,0.06696640977129276,0.07109382945626164,-0.05454495719201469
396,72,108,8,0.17163856463467364,0.04953967558088557,0.12600035995803682,0.04563820467663682,-0.07646068437715126
397,72,112,8,0.15809194408416194,0.026158117784597312,0.10325645003872597,0.05483549404543597,-0.07709833225412865
398,72,116,8,0.13589854445885563,0.01651322519362841,0.07403667392095936,0.06186187053789627,-0.05752344872733095
400,76,80,8,0.04647482014388482,0.13178294573643423,0.12268242757401648,-0.07620760743013166,0.009100518162417748
401,76,84,8,0.02920863309352506,0.12360034453057711,0.06398535653632331,-0.03477672344279825,0.0596149879942538
402,76,88,8,0.011942446043165411,0.1409704277921333,0.10706952313555773,-0.09512707709239232,0.03390090465657558
403,76,92,8,-0.028920863309352507,0.10737869652598342,0.06078776141982134,-0.08970862472917385,0.04659093510616208
404,76,96,8,0.0007194244604316058,0.08785529715762275,0.10074778656683536,-0.10002836210640376,-0.012892489409212615
405,76,100,8,0.0329496402877697,0.07493540051679592,0.11454417776823034,-0.08159453748046064,-0.03960877725143441
406,76,104,8,0.08000000000000007,0.051536032156187184,0.08586350493231909,-0.005863504932319019,-0.034327472776131907
407,76,108,8,0.11482014388489203,0.05727820844099907,0.10495461404034756,0.009865529844544474,-0.04767640559934849
408,76,112,8,0.12848920863309343,0.05842664369796158,0.11836305267337044,0.010126155959722993,-0.05993640897540886
409,76,116,8,0.10158273381294969,0.007177720356014938,0.09675325635173704,0.00482947746121265,-0.0895755359957221
411,80,84,8,0.15566787003610105,0.030343202238915956,0.09939272798176746,0.05627514205433359,-0.0690495257428515
412,80,88,8,0.12996389891696747,0.043452643982913486,0.07356875450414335,0.056395144412824116,-0.030116110521229866
413,80,92,8,0.11783393501805062,0.07718367948151417,0.11330282722372775,0.004531107794322864,-0.036119147742213586
414,80,96,8,0.0672924187725632,0.06834585358668432,0.051297040122566306,0.015995378649996894,0.017048813464118018
415,80,100,8,0.06974729241877253,0.08395934600088384,0.07820134679849133,-0.0084540543797188,0.005757999202392505
416,80,104,8,0.04808664259927786,0.07409044041832369,0.05332170905454636,-0.0052350664552685,0.020768731363777326
417,80,108,8,0.07638989169675092,0.09117690381499477,0.0807194631271364,-0.0043295714303854815,0.010457440687858366
418,80,112,8,0.02916967509025281,0.09191338930623061,0.08725544888884085,-0.058085773798588036,0.004657940417389761
419,80,116,8,0.025126353790613676,0.09839446162910581,0.07581543919894074,-0.05068908540832706,0.022579022430165074
421,84,88,8,0.12733053909524505,0.05124087591240878,0.10821174367949637,0.01911879541574868,-0.056970867767087596
422,84,92,8,0.09408874114756471,0.03459854014598551,0.06348894091579138,0.030599800231773333,-0.02889040076980587
423,84,96,8,0.08165919930625809,0.06437956204379569,0.09678934831478037,-0.015130149008522276,-0.032409786270984675
424,84,100,8,0.0813701401936695,0.07532846715328467,0.1197052116883558,-0.03833507149468629,-0.04437674453507112
425,84,104,8,0.051597051597051524,0.05985401459854012,0.08559055689316131,-0.03399350529610978,-0.02573654229462119
426,84,108,8,0.04711663535192956,0.06861313868613139,0.10894262995862614,-0.06182599460669658,-0.040329491272494744
427,84,112,8,0.021245844775256484,0.060583941605839464,0.12307198395157537,-0.10182613917631889,-0.062488042345735906
428,84,116,8,0.007949125596184436,0.06277372262773717,0.09270848814744426,-0.08475936255125982,-0.029934765519707085
430,88,92,8,0.07098996555339232,0.0987944722140548,0.08681187328854412,-0.015821907735151797,0.011982598925510679
431,88,96,8,0.06020667964654791,0.0668920905615995,0.05201867034243557,0.008188009304112343,0.014873420219163935
432,88,100,8,0.0578103938894714,0.056159952955013304,0.08895595562892333,-0.031145561739451932,-0.03279600267391003
433,88,104,8,0.018121911037891292,0.07512496324610407,0.06312835968205632,-0.04500644864416503,0.011996603564047748
434,88,108,8,0.019020518196795067,0.037783004998529934,0.055910950975555984,-0.03689043277876092,-0.01812794597702605
435,88,112,8,0.013778643103190102,0.06836224639811816,0.07233872271788655,-0.05856007961469645,-0.003976476319768385
436,88,116,8,-0.014677250262093766,0.08865039694207599,0.06391513127278248,-0.07859238153487624,0.024735265669293516
438,92,96,8,0.08287452912199367,0.0826361367972992,0.08073057370165893,0.002143955420334742,0.0019055630956402725
439,92,100,8,0.08707620979426256,0.22413033905768376,0.13674172942778895,-0.04966551963352639,0.08738860962989481
440,92,104,8,0.023181686467690477,0.327462204608836,0.06693806366494093,-0.04375637719725045,0.2605241409438951
441,92,108,8,0.02651405389742112,0.2697783648906502,0.08234661665581267,-0.055832562758391546,0.18743174823483755
442,92,112,8,0.030570849029266878,0.23924849552326433,0.1091318962966702,-0.07856104726740332,0.13011659922659413
443,92,116,8,-0.012315270935960632,0.3133714956700425,0.09403778747049518,-0.10635305840645581,0.21933370819954734
445,96,100,8,0.029269720474169425,0.025901398086828564,0.08242997879927416,-0.05316025832510474,-0.0565285807124456
446,96,104,8,0.0032196692521585524,0.01236203090507726,0.040144028977539103,-0.03692435972538055,-0.027781998072461844
447,96,108,8,-0.013025025611005603,0.01280353200883011,0.05002959956281927,-0.06305462517382487,-0.03722606755398916
448,96,112,8,-0.02283038196985232,0.01559970566593083,0.06826001583163499,-0.09109039780148731,-0.05266031016570416
449,96,116,8,-0.04229474608517503,0.0014716703458425018,0.04869748824288889,-0.09099223432806391,-0.047225817897046385
451,100,104,8,0.054212754335654645,0.08666003693706492,0.06468646724158011,-0.01047371290592547,0.021973569695484807
452,100,108,8,0.07046292503072504,0.11450490126438417,0.12729004876294492,-0.056827123732219875,-0.012785147498560745
453,100,112,8,0.034275570121534815,0.08452905242221909,0.07070228816250024,-0.03642671804096542,0.013826764259718849
454,100,116,8,0.03960125631571765,0.09447364682483306,0.08934478524835687,-0.049743528932639225,0.005128861576476185
456,104,108,8,0.21333903377511765,-0.036245487364620965,0.06463998108815294,0.1486990526869647,-0.10088546845277391
457,104,112,8,0.23428815733219333,-0.036245487364620965,0.06535577095069478,0.16893238638149854,-0.10160125831531575
458,104,116,8,0.20521590423257796,-0.053429602888086736,0.03127844733357754,0.17393745689900042,-0.08470805022166428
460,108,112,8,0.036111111111111205,0.15720653789004446,0.05444343975901522,-0.018332328647904017,0.10276309813102924
461,108,116,8,0.08333333333333337,0.14739970282317982,0.053059306441030074,0.030274026892303296,0.09434039638214975
463,112,116,8,0.003063010501750285,-0.10251362810417941,0.028444260361339402,-0.025381249859589117,-0.1309578884655188
466,0,4,20,-0.004033562692780546,0.017754308190451318,0.0,-0.004033562692780546,0.017754308190451318
